Step,warm-tree-25 - FID Score,warm-tree-25 - FID Score__MIN,warm-tree-25 - FID Score__MAX,jolly-bee-24 - FID Score,jolly-bee-24 - FID Score__MIN,jolly-bee-24 - FID Score__MAX,deft-paper-23 - FID Score,deft-paper-23 - FID Score__MIN,deft-paper-23 - FID Score__MAX,solar-river-21 - FID Score,solar-river-21 - FID Score__MIN,solar-river-21 - FID Score__MAX,lunar-meadow-19 - FID Score,lunar-meadow-19 - FID Score__MIN,lunar-meadow-19 - FID Score__MAX,atomic-sun-18 - FID Score,atomic-sun-18 - FID Score__MIN,atomic-sun-18 - FID Score__MAX,ancient-blaze-17 - FID Score,ancient-blaze-17 - FID Score__MIN,ancient-blaze-17 - FID Score__MAX,giddy-pine-15 - FID Score,giddy-pine-15 - FID Score__MIN,giddy-pine-15 - FID Score__MAX,splendid-elevator-14 - FID Score,splendid-elevator-14 - FID Score__MIN,splendid-elevator-14 - FID Score__MAX,serene-morning-13 - FID Score,serene-morning-13 - FID Score__MIN,serene-morning-13 - FID Score__MAX
0,199.56579640691615,199.56579640691615,199.56579640691615,112.79828643788126,112.79828643788126,112.79828643788126,119.59086208136195,119.59086208136195,119.59086208136195,84.09724108336886,84.09724108336886,84.09724108336886,166.31521267590924,166.31521267590924,166.31521267590924,132.09077317213246,132.09077317213246,132.09077317213246,65.87309797016272,65.87309797016272,65.87309797016272,153.11945230023534,153.11945230023534,153.11945230023534,70.13226131350343,70.13226131350343,70.13226131350343,133.90168418659195,133.90168418659195,133.90168418659195
1,157.45972291068028,157.45972291068028,157.45972291068028,36.668976041995506,36.668976041995506,36.668976041995506,133.7599765378291,133.7599765378291,133.7599765378291,196.96712974289994,196.96712974289994,196.96712974289994,215.82090685656408,215.82090685656408,215.82090685656408,85.00004013214362,85.00004013214362,85.00004013214362,88.93422999961503,88.93422999961503,88.93422999961503,330.7781968233488,330.7781968233488,330.7781968233488,348.5498458145085,348.5498458145085,348.5498458145085,303.97679429335494,303.97679429335494,303.97679429335494
2,42.39694858000249,42.39694858000249,42.39694858000249,31.413831516800286,31.413831516800286,31.413831516800286,22.263151966162525,22.263151966162525,22.263151966162525,234.402132244048,234.402132244048,234.402132244048,181.14478423467838,181.14478423467838,181.14478423467838,44.71695523432851,44.71695523432851,44.71695523432851,22.674967808634676,22.674967808634676,22.674967808634676,29.931970208230677,29.931970208230677,29.931970208230677,72.16481144684762,72.16481144684762,72.16481144684762,329.4665337452982,329.4665337452982,329.4665337452982
3,30.206107778172072,30.206107778172072,30.206107778172072,28.29738709357426,28.29738709357426,28.29738709357426,20.91099203922744,20.91099203922744,20.91099203922744,104.69619957723845,104.69619957723845,104.69619957723845,25.854519507811936,25.854519507811936,25.854519507811936,25.587059560095014,25.587059560095014,25.587059560095014,21.60665660476799,21.60665660476799,21.60665660476799,26.37933367767204,26.37933367767204,26.37933367767204,29.021455887796897,29.021455887796897,29.021455887796897,181.02605785557503,181.02605785557503,181.02605785557503
4,27.51881083342012,27.51881083342012,27.51881083342012,25.083335234081975,25.083335234081975,25.083335234081975,18.603595279488417,18.603595279488417,18.603595279488417,33.172028065039775,33.172028065039775,33.172028065039775,23.662090753410588,23.662090753410588,23.662090753410588,24.073502072566995,24.073502072566995,24.073502072566995,20.228284977600012,20.228284977600012,20.228284977600012,21.9753278943339,21.9753278943339,21.9753278943339,23.001283560775768,23.001283560775768,23.001283560775768,103.48096579676427,103.48096579676427,103.48096579676427
5,27.556170436123004,27.556170436123004,27.556170436123004,24.05106383603563,24.05106383603563,24.05106383603563,21.454426479944622,21.454426479944622,21.454426479944622,22.325882801965207,22.325882801965207,22.325882801965207,22.639201791024135,22.639201791024135,22.639201791024135,20.334292733903933,20.334292733903933,20.334292733903933,20.663815515032343,20.663815515032343,20.663815515032343,22.037214867767233,22.037214867767233,22.037214867767233,24.197934957392935,24.197934957392935,24.197934957392935,28.488490592921544,28.488490592921544,28.488490592921544
6,25.21354797483046,25.21354797483046,25.21354797483046,22.785935059996874,22.785935059996874,22.785935059996874,20.273503929083702,20.273503929083702,20.273503929083702,22.50532327408358,22.50532327408358,22.50532327408358,18.58877436511596,18.58877436511596,18.58877436511596,19.377834223702312,19.377834223702312,19.377834223702312,20.376150259971926,20.376150259971926,20.376150259971926,21.80979643306045,21.80979643306045,21.80979643306045,21.767824251864816,21.767824251864816,21.767824251864816,21.78370558848556,21.78370558848556,21.78370558848556
7,27.05177030425159,27.05177030425159,27.05177030425159,23.91038376726979,23.91038376726979,23.91038376726979,19.780047933543155,19.780047933543155,19.780047933543155,21.670874706246316,21.670874706246316,21.670874706246316,19.043856983209736,19.043856983209736,19.043856983209736,19.93259371785004,19.93259371785004,19.93259371785004,17.327183465049007,17.327183465049007,17.327183465049007,21.80189653595381,21.80189653595381,21.80189653595381,20.125445476197633,20.125445476197633,20.125445476197633,25.032401166265267,25.032401166265267,25.032401166265267
8,22.926890074121225,22.926890074121225,22.926890074121225,24.784377323098617,24.784377323098617,24.784377323098617,18.926374047004916,18.926374047004916,18.926374047004916,21.410726365963093,21.410726365963093,21.410726365963093,19.67029121347222,19.67029121347222,19.67029121347222,18.733111056687548,18.733111056687548,18.733111056687548,18.503834408424105,18.503834408424105,18.503834408424105,20.38990930031759,20.38990930031759,20.38990930031759,20.305629632355355,20.305629632355355,20.305629632355355,20.023981435568412,20.023981435568412,20.023981435568412
9,24.354427530389064,24.354427530389064,24.354427530389064,24.561069962253455,24.561069962253455,24.561069962253455,18.54156171073921,18.54156171073921,18.54156171073921,19.41438169042854,19.41438169042854,19.41438169042854,18.936168888268547,18.936168888268547,18.936168888268547,19.655883446186856,19.655883446186856,19.655883446186856,17.164429343264533,17.164429343264533,17.164429343264533,20.530311581011514,20.530311581011514,20.530311581011514,18.6676118222259,18.6676118222259,18.6676118222259,17.88325370367778,17.88325370367778,17.88325370367778
10,22.51139729192646,22.51139729192646,22.51139729192646,23.537039254737632,23.537039254737632,23.537039254737632,17.291176496994023,17.291176496994023,17.291176496994023,19.512347940809857,19.512347940809857,19.512347940809857,18.332073528061553,18.332073528061553,18.332073528061553,16.85890598104539,16.85890598104539,16.85890598104539,18.980318533747607,18.980318533747607,18.980318533747607,21.783333751353993,21.783333751353993,21.783333751353993,19.392402251834497,19.392402251834497,19.392402251834497,18.706033102461312,18.706033102461312,18.706033102461312
11,23.709134283621957,23.709134283621957,23.709134283621957,23.271154811342807,23.271154811342807,23.271154811342807,17.61169309328717,17.61169309328717,17.61169309328717,18.445424474991242,18.445424474991242,18.445424474991242,20.13105675695837,20.13105675695837,20.13105675695837,17.98622732679757,17.98622732679757,17.98622732679757,17.415154851469214,17.415154851469214,17.415154851469214,18.860931097614237,18.860931097614237,18.860931097614237,18.61494318267561,18.61494318267561,18.61494318267561,19.23793250288079,19.23793250288079,19.23793250288079
12,22.889348422274267,22.889348422274267,22.889348422274267,22.87793840707231,22.87793840707231,22.87793840707231,17.012189238095036,17.012189238095036,17.012189238095036,19.072906272194082,19.072906272194082,19.072906272194082,17.477310932163196,17.477310932163196,17.477310932163196,16.95334990308597,16.95334990308597,16.95334990308597,17.64094073204991,17.64094073204991,17.64094073204991,18.918434595372133,18.918434595372133,18.918434595372133,18.119175747940723,18.119175747940723,18.119175747940723,18.60900551164986,18.60900551164986,18.60900551164986
13,24.58668154962509,24.58668154962509,24.58668154962509,24.796389603472104,24.796389603472104,24.796389603472104,17.580403591681787,17.580403591681787,17.580403591681787,18.521999021015446,18.521999021015446,18.521999021015446,18.170279473776198,18.170279473776198,18.170279473776198,18.33767833906581,18.33767833906581,18.33767833906581,17.71003392080545,17.71003392080545,17.71003392080545,18.576309778573794,18.576309778573794,18.576309778573794,18.59067605869393,18.59067605869393,18.59067605869393,17.553992536047847,17.553992536047847,17.553992536047847
14,21.888479636971006,21.888479636971006,21.888479636971006,23.034022133820606,23.034022133820606,23.034022133820606,17.873816865902523,17.873816865902523,17.873816865902523,20.924767273436046,20.924767273436046,20.924767273436046,18.817324422974163,18.817324422974163,18.817324422974163,17.725702570857663,17.725702570857663,17.725702570857663,16.453823314486456,16.453823314486456,16.453823314486456,18.652830657395604,18.652830657395604,18.652830657395604,18.528347956137118,18.528347956137118,18.528347956137118,19.40818333347807,19.40818333347807,19.40818333347807
15,24.66388473676988,24.66388473676988,24.66388473676988,24.604165183039598,24.604165183039598,24.604165183039598,16.73526538416281,16.73526538416281,16.73526538416281,18.7296022501547,18.7296022501547,18.7296022501547,17.39669102240068,17.39669102240068,17.39669102240068,17.188210249687778,17.188210249687778,17.188210249687778,16.051600074671022,16.051600074671022,16.051600074671022,16.9571459691605,16.9571459691605,16.9571459691605,18.551171346372094,18.551171346372094,18.551171346372094,16.23662421745145,16.23662421745145,16.23662421745145
16,22.26389321576524,22.26389321576524,22.26389321576524,25.631846963517,25.631846963517,25.631846963517,17.31649370959837,17.31649370959837,17.31649370959837,16.73479607649395,16.73479607649395,16.73479607649395,17.524778209644882,17.524778209644882,17.524778209644882,17.445637100762937,17.445637100762937,17.445637100762937,15.373376326873355,15.373376326873355,15.373376326873355,16.571506063021292,16.571506063021292,16.571506063021292,17.879776514823618,17.879776514823618,17.879776514823618,17.780699453751286,17.780699453751286,17.780699453751286
17,24.6018913999003,24.6018913999003,24.6018913999003,21.147256403816492,21.147256403816492,21.147256403816492,17.4085026296222,17.4085026296222,17.4085026296222,18.581223734031127,18.581223734031127,18.581223734031127,16.858988193454653,16.858988193454653,16.858988193454653,16.675822626620214,16.675822626620214,16.675822626620214,17.59703594762537,17.59703594762537,17.59703594762537,16.5740840723505,16.5740840723505,16.5740840723505,17.244667603681783,17.244667603681783,17.244667603681783,17.794931350668755,17.794931350668755,17.794931350668755
18,21.409076976035344,21.409076976035344,21.409076976035344,24.36181890520647,24.36181890520647,24.36181890520647,14.868939362654963,14.868939362654963,14.868939362654963,16.627258690406446,16.627258690406446,16.627258690406446,17.827560960196365,17.827560960196365,17.827560960196365,17.223880815783474,17.223880815783474,17.223880815783474,16.650455805495756,16.650455805495756,16.650455805495756,17.48053080376584,17.48053080376584,17.48053080376584,16.911894338298193,16.911894338298193,16.911894338298193,16.233916940211095,16.233916940211095,16.233916940211095
19,25.6513885142462,25.6513885142462,25.6513885142462,24.440397816892016,24.440397816892016,24.440397816892016,17.01111784055603,17.01111784055603,17.01111784055603,18.103414413891954,18.103414413891954,18.103414413891954,16.44776024799923,16.44776024799923,16.44776024799923,16.519434703927693,16.519434703927693,16.519434703927693,16.459982399551762,16.459982399551762,16.459982399551762,15.253391102357073,15.253391102357073,15.253391102357073,16.000332044291866,16.000332044291866,16.000332044291866,15.011700234419049,15.011700234419049,15.011700234419049
20,21.543845045195827,21.543845045195827,21.543845045195827,24.898116663033584,24.898116663033584,24.898116663033584,15.940193727065044,15.940193727065044,15.940193727065044,18.744305081387353,18.744305081387353,18.744305081387353,17.998405064069914,17.998405064069914,17.998405064069914,17.389455325745338,17.389455325745338,17.389455325745338,16.537572141745684,16.537572141745684,16.537572141745684,17.455638940810616,17.455638940810616,17.455638940810616,17.619531475491115,17.619531475491115,17.619531475491115,15.421745769347705,15.421745769347705,15.421745769347705
21,22.405719589140986,22.405719589140986,22.405719589140986,24.429799763426637,24.429799763426637,24.429799763426637,16.167935981720515,16.167935981720515,16.167935981720515,17.95344873083323,17.95344873083323,17.95344873083323,17.502665197491858,17.502665197491858,17.502665197491858,16.021051244674958,16.021051244674958,16.021051244674958,16.45524399692043,16.45524399692043,16.45524399692043,17.591014653029767,17.591014653029767,17.591014653029767,18.023248029725828,18.023248029725828,18.023248029725828,16.86485786752802,16.86485786752802,16.86485786752802
22,22.361250709067633,22.361250709067633,22.361250709067633,21.44189444601397,21.44189444601397,21.44189444601397,16.173160631462256,16.173160631462256,16.173160631462256,18.593968113745575,18.593968113745575,18.593968113745575,20.19647012775461,20.19647012775461,20.19647012775461,16.824352827401363,16.824352827401363,16.824352827401363,17.56113464675706,17.56113464675706,17.56113464675706,16.492383619589425,16.492383619589425,16.492383619589425,16.922329402242365,16.922329402242365,16.922329402242365,16.609214353708936,16.609214353708936,16.609214353708936
23,20.401672950295477,20.401672950295477,20.401672950295477,22.21260229220061,22.21260229220061,22.21260229220061,17.054735443771136,17.054735443771136,17.054735443771136,16.73024895547616,16.73024895547616,16.73024895547616,18.654101867861968,18.654101867861968,18.654101867861968,18.462218185295626,18.462218185295626,18.462218185295626,16.89446338622031,16.89446338622031,16.89446338622031,17.22247936694086,17.22247936694086,17.22247936694086,19.264789771598124,19.264789771598124,19.264789771598124,15.9488719918576,15.9488719918576,15.9488719918576
24,21.64958792969681,21.64958792969681,21.64958792969681,24.602703444488316,24.602703444488316,24.602703444488316,16.847001441217458,16.847001441217458,16.847001441217458,16.31055347607933,16.31055347607933,16.31055347607933,18.158481521785,18.158481521785,18.158481521785,17.92892217409834,17.92892217409834,17.92892217409834,16.348346198395127,16.348346198395127,16.348346198395127,15.45956199129196,15.45956199129196,15.45956199129196,16.191353954587605,16.191353954587605,16.191353954587605,16.534880410203737,16.534880410203737,16.534880410203737
25,22.433026879190493,22.433026879190493,22.433026879190493,23.493407695541574,23.493407695541574,23.493407695541574,16.40479388531282,16.40479388531282,16.40479388531282,18.587336270295864,18.587336270295864,18.587336270295864,17.084824854598384,17.084824854598384,17.084824854598384,16.629386432797734,16.629386432797734,16.629386432797734,17.38723381766811,17.38723381766811,17.38723381766811,17.420125581534062,17.420125581534062,17.420125581534062,19.58876413909214,19.58876413909214,19.58876413909214,16.130577049289542,16.130577049289542,16.130577049289542
26,23.839105955807483,23.839105955807483,23.839105955807483,23.087340390401906,23.087340390401906,23.087340390401906,15.381723175596463,15.381723175596463,15.381723175596463,17.47158685752536,17.47158685752536,17.47158685752536,18.165912052451176,18.165912052451176,18.165912052451176,16.954450963419298,16.954450963419298,16.954450963419298,16.131610065773373,16.131610065773373,16.131610065773373,16.74670100557918,16.74670100557918,16.74670100557918,17.83529038472844,17.83529038472844,17.83529038472844,16.265742287468807,16.265742287468807,16.265742287468807
27,22.980360680401617,22.980360680401617,22.980360680401617,22.214692617743843,22.214692617743843,22.214692617743843,17.496771575885653,17.496771575885653,17.496771575885653,17.57175170640184,17.57175170640184,17.57175170640184,18.046219371030844,18.046219371030844,18.046219371030844,16.080567610839154,16.080567610839154,16.080567610839154,16.513830823135812,16.513830823135812,16.513830823135812,16.412991915419372,16.412991915419372,16.412991915419372,16.167173489395317,16.167173489395317,16.167173489395317,16.616639093266503,16.616639093266503,16.616639093266503
28,21.57610841413961,21.57610841413961,21.57610841413961,26.5204395966607,26.5204395966607,26.5204395966607,15.79192764180349,15.79192764180349,15.79192764180349,18.079118901109467,18.079118901109467,18.079118901109467,18.429948674557927,18.429948674557927,18.429948674557927,17.359992848887266,17.359992848887266,17.359992848887266,18.03347197346156,18.03347197346156,18.03347197346156,17.197899683007016,17.197899683007016,17.197899683007016,17.126611734885756,17.126611734885756,17.126611734885756,16.809417690210513,16.809417690210513,16.809417690210513
29,21.59777327308558,21.59777327308558,21.59777327308558,21.710925283445214,21.710925283445214,21.710925283445214,16.184869772627366,16.184869772627366,16.184869772627366,16.73910933270828,16.73910933270828,16.73910933270828,17.393544153110625,17.393544153110625,17.393544153110625,16.442278677957717,16.442278677957717,16.442278677957717,16.376639342261107,16.376639342261107,16.376639342261107,17.013297680460035,17.013297680460035,17.013297680460035,17.099608651440697,17.099608651440697,17.099608651440697,15.474580755836138,15.474580755836138,15.474580755836138
30,21.671477118039217,21.671477118039217,21.671477118039217,22.47717556259378,22.47717556259378,22.47717556259378,16.261417521531893,16.261417521531893,16.261417521531893,18.02163799790206,18.02163799790206,18.02163799790206,17.892747200640713,17.892747200640713,17.892747200640713,18.010801377851475,18.010801377851475,18.010801377851475,18.6078016487078,18.6078016487078,18.6078016487078,15.508742957996063,15.508742957996063,15.508742957996063,17.00840861131197,17.00840861131197,17.00840861131197,15.688919086028859,15.688919086028859,15.688919086028859
31,21.752340034522504,21.752340034522504,21.752340034522504,20.895542998603602,20.895542998603602,20.895542998603602,16.14487251195482,16.14487251195482,16.14487251195482,17.19987319518391,17.19987319518391,17.19987319518391,16.686284128569813,16.686284128569813,16.686284128569813,16.693846367111345,16.693846367111345,16.693846367111345,16.182304890155123,16.182304890155123,16.182304890155123,16.682815795611194,16.682815795611194,16.682815795611194,18.08128691952191,18.08128691952191,18.08128691952191,15.922339213377596,15.922339213377596,15.922339213377596
32,21.326965069199268,21.326965069199268,21.326965069199268,24.46475267803146,24.46475267803146,24.46475267803146,15.519613887402755,15.519613887402755,15.519613887402755,19.083945257089667,19.083945257089667,19.083945257089667,16.279190927418092,16.279190927418092,16.279190927418092,17.702202405872647,17.702202405872647,17.702202405872647,17.935591635740423,17.935591635740423,17.935591635740423,15.892421203477591,15.892421203477591,15.892421203477591,17.470791444643616,17.470791444643616,17.470791444643616,16.442743647850122,16.442743647850122,16.442743647850122
33,21.622211328457162,21.622211328457162,21.622211328457162,23.793089518518222,23.793089518518222,23.793089518518222,16.311982441899364,16.311982441899364,16.311982441899364,16.890119486085986,16.890119486085986,16.890119486085986,19.14830938802721,19.14830938802721,19.14830938802721,17.40586153452861,17.40586153452861,17.40586153452861,15.47857597448725,15.47857597448725,15.47857597448725,15.797208338385907,15.797208338385907,15.797208338385907,16.581762510258013,16.581762510258013,16.581762510258013,17.15780207624217,17.15780207624217,17.15780207624217
34,20.850810039292913,20.850810039292913,20.850810039292913,20.927027337878613,20.927027337878613,20.927027337878613,16.745029032847615,16.745029032847615,16.745029032847615,17.98142365752365,17.98142365752365,17.98142365752365,16.420528633784674,16.420528633784674,16.420528633784674,17.519732567881913,17.519732567881913,17.519732567881913,16.97473014946114,16.97473014946114,16.97473014946114,15.754817904927105,15.754817904927105,15.754817904927105,16.765228625982736,16.765228625982736,16.765228625982736,17.053050681122887,17.053050681122887,17.053050681122887
35,21.375147675250638,21.375147675250638,21.375147675250638,24.418776990821605,24.418776990821605,24.418776990821605,16.909964721364247,16.909964721364247,16.909964721364247,18.42886850086072,18.42886850086072,18.42886850086072,16.618389002402562,16.618389002402562,16.618389002402562,17.028997754445182,17.028997754445182,17.028997754445182,16.082942606303956,16.082942606303956,16.082942606303956,16.488673261474705,16.488673261474705,16.488673261474705,17.990828587432063,17.990828587432063,17.990828587432063,15.896221913248587,15.896221913248587,15.896221913248587
36,20.731067486392853,20.731067486392853,20.731067486392853,24.422991341520408,24.422991341520408,24.422991341520408,15.94271266252313,15.94271266252313,15.94271266252313,17.425906683039997,17.425906683039997,17.425906683039997,16.903755951096375,16.903755951096375,16.903755951096375,16.570093223016837,16.570093223016837,16.570093223016837,16.96457425777493,16.96457425777493,16.96457425777493,17.251584038385126,17.251584038385126,17.251584038385126,17.894270239519642,17.894270239519642,17.894270239519642,15.3597679226791,15.3597679226791,15.3597679226791
37,21.03738832009679,21.03738832009679,21.03738832009679,22.677128715154005,22.677128715154005,22.677128715154005,17.32578013285576,17.32578013285576,17.32578013285576,16.8133815140551,16.8133815140551,16.8133815140551,17.10370923713254,17.10370923713254,17.10370923713254,17.075324663754195,17.075324663754195,17.075324663754195,16.26332109753406,16.26332109753406,16.26332109753406,16.088611971154997,16.088611971154997,16.088611971154997,18.115258110507057,18.115258110507057,18.115258110507057,16.025316852647734,16.025316852647734,16.025316852647734
38,22.454900729084905,22.454900729084905,22.454900729084905,21.13254931885257,21.13254931885257,21.13254931885257,15.32653032088363,15.32653032088363,15.32653032088363,16.281304156241198,16.281304156241198,16.281304156241198,17.065013177474768,17.065013177474768,17.065013177474768,17.15264168289103,17.15264168289103,17.15264168289103,17.867698092490585,17.867698092490585,17.867698092490585,17.535097405333605,17.535097405333605,17.535097405333605,16.97127191318476,16.97127191318476,16.97127191318476,16.15904314121972,16.15904314121972,16.15904314121972
39,21.861705305757386,21.861705305757386,21.861705305757386,22.602198068995627,22.602198068995627,22.602198068995627,16.374792580583474,16.374792580583474,16.374792580583474,16.91925246116452,16.91925246116452,16.91925246116452,16.801603543591185,16.801603543591185,16.801603543591185,16.78618487765351,16.78618487765351,16.78618487765351,16.651762320117086,16.651762320117086,16.651762320117086,16.211986902326277,16.211986902326277,16.211986902326277,18.5555689118357,18.5555689118357,18.5555689118357,15.352173166362565,15.352173166362565,15.352173166362565
40,23.89175495655386,23.89175495655386,23.89175495655386,21.44277963178685,21.44277963178685,21.44277963178685,15.781219929377805,15.781219929377805,15.781219929377805,16.02154240520472,16.02154240520472,16.02154240520472,17.22972357649803,17.22972357649803,17.22972357649803,16.409052269098584,16.409052269098584,16.409052269098584,15.95304156746069,15.95304156746069,15.95304156746069,16.520332826039446,16.520332826039446,16.520332826039446,16.490208329757543,16.490208329757543,16.490208329757543,16.50024147655314,16.50024147655314,16.50024147655314
41,18.9293752719893,18.9293752719893,18.9293752719893,21.402732011407146,21.402732011407146,21.402732011407146,16.33433516835686,16.33433516835686,16.33433516835686,16.38966938082679,16.38966938082679,16.38966938082679,15.537249743290662,15.537249743290662,15.537249743290662,15.290403131513656,15.290403131513656,15.290403131513656,16.66449913694609,16.66449913694609,16.66449913694609,16.324860611155188,16.324860611155188,16.324860611155188,15.485285474215406,15.485285474215406,15.485285474215406,15.96098723445667,15.96098723445667,15.96098723445667
42,21.957344150232515,21.957344150232515,21.957344150232515,24.377072739104467,24.377072739104467,24.377072739104467,16.569703781497047,16.569703781497047,16.569703781497047,16.14153358025468,16.14153358025468,16.14153358025468,17.756315455697944,17.756315455697944,17.756315455697944,18.419558304490884,18.419558304490884,18.419558304490884,17.103173565414078,17.103173565414078,17.103173565414078,17.30089832429237,17.30089832429237,17.30089832429237,16.970732394615972,16.970732394615972,16.970732394615972,17.316271479041546,17.316271479041546,17.316271479041546
43,20.485019826207886,20.485019826207886,20.485019826207886,21.25343863669634,21.25343863669634,21.25343863669634,15.227866427931975,15.227866427931975,15.227866427931975,17.5253365763612,17.5253365763612,17.5253365763612,17.62662830062888,17.62662830062888,17.62662830062888,16.910641849994946,16.910641849994946,16.910641849994946,15.452529902284478,15.452529902284478,15.452529902284478,17.106981614121597,17.106981614121597,17.106981614121597,18.264974046078517,18.264974046078517,18.264974046078517,15.461505229820762,15.461505229820762,15.461505229820762
44,20.021728158115344,20.021728158115344,20.021728158115344,21.45969151751034,21.45969151751034,21.45969151751034,15.797920135998492,15.797920135998492,15.797920135998492,16.46231215860889,16.46231215860889,16.46231215860889,16.6212547986352,16.6212547986352,16.6212547986352,16.883694575509516,16.883694575509516,16.883694575509516,17.68968557432513,17.68968557432513,17.68968557432513,16.893216603680393,16.893216603680393,16.893216603680393,16.90501487247886,16.90501487247886,16.90501487247886,16.42437228044602,16.42437228044602,16.42437228044602
45,21.04769497045755,21.04769497045755,21.04769497045755,20.767407465808933,20.767407465808933,20.767407465808933,16.637509483818977,16.637509483818977,16.637509483818977,15.657136259957317,15.657136259957317,15.657136259957317,16.231878043582817,16.231878043582817,16.231878043582817,17.239267904581695,17.239267904581695,17.239267904581695,16.114887297625323,16.114887297625323,16.114887297625323,18.21634065964541,18.21634065964541,18.21634065964541,17.17035690139433,17.17035690139433,17.17035690139433,17.079503102359386,17.079503102359386,17.079503102359386
46,20.243247401891693,20.243247401891693,20.243247401891693,22.40048182415774,22.40048182415774,22.40048182415774,16.971625225086182,16.971625225086182,16.971625225086182,15.772068063526095,15.772068063526095,15.772068063526095,18.729384694272916,18.729384694272916,18.729384694272916,16.363365799026116,16.363365799026116,16.363365799026116,16.94013544531476,16.94013544531476,16.94013544531476,16.08783061558032,16.08783061558032,16.08783061558032,16.13018410812521,16.13018410812521,16.13018410812521,16.624935094503066,16.624935094503066,16.624935094503066
47,22.578692806856115,22.578692806856115,22.578692806856115,26.268536949329853,26.268536949329853,26.268536949329853,15.79092747338797,15.79092747338797,15.79092747338797,17.587788945670972,17.587788945670972,17.587788945670972,18.47025881132053,18.47025881132053,18.47025881132053,17.371081964111433,17.371081964111433,17.371081964111433,16.692127002904414,16.692127002904414,16.692127002904414,15.359170377265023,15.359170377265023,15.359170377265023,16.983138607497867,16.983138607497867,16.983138607497867,16.93665516991915,16.93665516991915,16.93665516991915
48,22.14192896921452,22.14192896921452,22.14192896921452,28.98985490987262,28.98985490987262,28.98985490987262,15.82463818285817,15.82463818285817,15.82463818285817,16.846809645022397,16.846809645022397,16.846809645022397,16.58291606046731,16.58291606046731,16.58291606046731,17.15674975329976,17.15674975329976,17.15674975329976,18.50017749339294,18.50017749339294,18.50017749339294,16.468958386877866,16.468958386877866,16.468958386877866,17.32390373411189,17.32390373411189,17.32390373411189,15.859054712107726,15.859054712107726,15.859054712107726
49,22.49709332277279,22.49709332277279,22.49709332277279,24.89978784434991,24.89978784434991,24.89978784434991,15.989590689266395,15.989590689266395,15.989590689266395,17.216252518599514,17.216252518599514,17.216252518599514,17.204126917956764,17.204126917956764,17.204126917956764,16.002434998695506,16.002434998695506,16.002434998695506,16.644997401625538,16.644997401625538,16.644997401625538,16.558269643054235,16.558269643054235,16.558269643054235,16.70392818495759,16.70392818495759,16.70392818495759,16.87421550280762,16.87421550280762,16.87421550280762